city,date,year,month,urban_temp_c,rural_temp_c,uhi_index,threshold_p90,severity
Surat,2019-06-02,2019,6,37.85,36.77,1.0781,0.303,CRITICAL
Surat,2019-11-17,2019,11,32.52,31.97,0.5554,0.303,CRITICAL
Surat,2020-05-08,2020,5,40.35,39.95,0.4053,0.303,HIGH
Surat,2020-10-07,2020,10,32.98,32.44,0.5412,0.303,CRITICAL
Surat,2020-10-23,2020,10,35.44,34.94,0.4979,0.303,CRITICAL
Surat,2020-10-31,2020,10,33.35,33.01,0.3321,0.303,MODERATE
Surat,2020-11-16,2020,11,33.23,32.78,0.4467,0.303,HIGH
Surat,2021-05-09,2021,5,39.52,39.11,0.405,0.303,HIGH
Surat,2021-10-24,2021,10,32.31,31.88,0.4249,0.303,HIGH
Surat,2021-11-01,2021,11,33.29,32.94,0.3525,0.303,MODERATE
Surat,2021-11-17,2021,11,31.55,30.97,0.5741,0.303,CRITICAL
Surat,2021-11-25,2021,11,32.26,31.45,0.8097,0.303,CRITICAL
Surat,2022-01-01,2022,1,30.07,29.57,0.503,0.303,CRITICAL
Surat,2022-05-17,2022,5,36.0,35.57,0.4263,0.303,HIGH
Surat,2022-05-25,2022,5,34.92,34.3,0.6196,0.303,CRITICAL
Surat,2022-06-02,2022,6,37.26,36.31,0.9553,0.303,CRITICAL
Surat,2022-07-28,2022,7,30.71,30.17,0.544,0.303,CRITICAL
Surat,2022-11-01,2022,11,34.02,33.66,0.3595,0.303,MODERATE
Surat,2022-12-03,2022,12,30.3,29.96,0.3453,0.303,MODERATE
Surat,2023-05-09,2023,5,40.46,40.0,0.4524,0.303,HIGH
Surat,2023-05-17,2023,5,40.22,39.61,0.6118,0.303,CRITICAL
Surat,2023-05-25,2023,5,38.43,38.11,0.3127,0.303,MODERATE
Surat,2023-09-06,2023,9,31.14,30.22,0.9226,0.303,CRITICAL
Surat,2023-10-24,2023,10,33.56,33.19,0.3698,0.303,HIGH
Surat,2023-11-01,2023,11,33.47,32.8,0.6631,0.303,CRITICAL
Surat,2023-11-09,2023,11,32.8,32.13,0.6723,0.303,CRITICAL
Surat,2023-11-25,2023,11,29.24,28.92,0.3139,0.303,MODERATE
Surat,2024-04-30,2024,4,38.17,37.86,0.3122,0.303,MODERATE
Surat,2024-05-16,2024,5,37.76,36.74,1.0186,0.303,CRITICAL
Surat,2024-05-24,2024,5,34.29,33.21,1.0771,0.303,CRITICAL
Surat,2024-06-01,2024,6,39.54,38.41,1.1337,0.303,CRITICAL
Surat,2024-10-23,2024,10,31.63,31.2,0.4306,0.303,HIGH
Surat,2024-10-31,2024,10,32.47,31.98,0.4959,0.303,CRITICAL
Surat,2024-11-08,2024,11,31.14,30.73,0.4159,0.303,HIGH
Surat,2024-12-02,2024,12,28.01,27.24,0.7692,0.303,CRITICAL
